AreaColumns,Timecolumns,dataValue,stfips,areatype,area,maparea,areaname,Stateabbrv,seriescode,seriestitle,adjusted,CURempces,CURempprodwrk,CURempfemale,CURhours,CURearnings,CURhourearn,CURhoursallwrkr,CURearningsallwrkr,CURhourearnallwrkr,CURsupprecord,CURsupphe,CURsupppw,CURsuppfem,CURsuppheallwrkr,CURprelim,PYempces,PYempprodwrk,PYempfemale,PYhours,PYearnings,PYhourearn,PYhoursallwrkr,PYearningsallwrkr,PYhourearnallwrkr,PYsupprecord,PYsupphe,PYsupppw,PYsuppfem,PYsuppheallwrkr,PYprelim,PMempces,PMempprodwrk,PMempfemale,PMhours,PMearnings,PMhourearn,PMhoursallwrkr,PMearningsallwrkr,PMhourearnallwrkr,PMsupprecord,PMsupphe,PMsupppw,PMsuppfem,PMsuppheallwrkr,PMprelim,CURperiodyear,CURperiodtype,CURperiod,PMperiodyear,PMperiodtype,PMperiod,PYperiodyear,PYperiodtype,PYperiod,Timeperiod,PriorMonthTimeperiod,PriorYearTimeperiod,MonthSpanTimeperiod,YearSpanTimeperiod,Fullperiod,Sortperiod,Rank,MonthEmploymentChangeAll,YearEmploymentChangeAll,MonthEmploymentChangeProd,YearEmploymentChangeProd,SeriesLevel,ChildPrefix,HasChildren,ParentCode,Preliminary,PriorMonthPreliminary,PriorYearPreliminary,seriesselection
,,,00,00,000000,0000000000,United States,US,32311600,Animal slaughtering and processing,0,529600,450200,208600,42.5,751.40,17.68,42.4,838.67,19.78,0,0,0,0,0,0,530100,450300,200600,40.9,669.12,16.36,40.4,771.64,19.10,0,0,0,0,0,0,537000,457300,209100,43.2,761.18,17.62,42.9,836.55,19.50,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3214,-7400,-500,-7100,-100,4,323116,True,32311000,No,No,No,Animal slaughtering and processing:32311600
,,,00,00,000000,0000000000,United States,US,32311611,"Animal, except poultry, slaughtering",0,153900,0,53000,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,146400,0,46500,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,155900,0,53500,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3215,-2000,7500,0,0,5,,False,32311600,No,No,No,"Animal, except poultry, slaughtering:32311611"
,,,00,00,000000,0000000000,United States,US,32311613,"Meat processed from carcasses, and rendering and meat byproduct processing",0,147100,0,58600,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,143300,0,53200,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,146700,0,57700,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3216,400,3800,0,0,5,,False,32311600,No,No,No,"Meat processed from carcasses, and rendering and meat byproduct processing:32311613"
,,,00,00,000000,0000000000,United States,US,32311615,Poultry processing,0,228600,202400,97000,42.5,744.60,17.52,42.2,829.65,19.66,0,0,0,0,0,0,240400,212700,100900,39.0,613.86,15.74,38.3,691.70,18.06,0,0,0,0,0,0,234400,207300,97900,42.2,739.77,17.53,42.5,821.10,19.32,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3217,-5800,-11800,-4900,-10300,5,,False,32311600,No,No,No,Poultry processing:32311615
,,,00,00,000000,0000000000,United States,US,32311700,Seafood product preparation and packaging,0,31900,0,11500,0.0,0.00,0.00,46.2,866.25,18.75,0,0,0,0,0,0,26700,0,10100,0.0,0.00,0.00,38.7,758.13,19.59,0,0,0,0,0,0,31800,0,11700,0.0,0.00,0.00,44.9,824.81,18.37,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3218,100,5200,0,0,4,323117,False,32311000,No,No,No,Seafood product preparation and packaging:32311700
,,,00,00,000000,0000000000,United States,US,32311800,Bakeries and tortilla manufacturing,0,307600,233400,148000,38.3,715.06,18.67,37.2,797.20,21.43,0,0,0,0,0,0,258500,195100,113400,35.5,663.14,18.68,35.3,732.83,20.76,0,0,0,0,0,0,307600,233500,146500,38.1,708.66,18.60,36.8,774.27,21.04,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3219,0,49100,-100,38300,4,323118,True,32311000,No,No,No,Bakeries and tortilla manufacturing:32311800
,,,00,00,000000,0000000000,United States,US,32311810,Bread and bakery products,0,234300,0,116800,0.0,0.00,0.00,35.6,742.62,20.86,0,0,0,0,0,0,189800,0,84300,0.0,0.00,0.00,33.9,680.37,20.07,0,0,0,0,0,0,232700,0,114500,0.0,0.00,0.00,35.1,713.93,20.34,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3220,1600,44500,0,0,5,3231181,True,32311800,No,No,No,Bread and bakery products:32311810
,,,00,00,000000,0000000000,United States,US,32311811,Retail bakeries,0,84700,0,54700,0.0,0.00,0.00,28.1,501.02,17.83,0,0,0,0,0,0,61800,0,35200,0.0,0.00,0.00,27.6,462.58,16.76,0,0,0,0,0,0,84700,0,53200,0.0,0.00,0.00,28.7,503.97,17.56,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3221,0,22900,0,0,6,,False,32311810,No,No,No,Retail bakeries:32311811
,,,00,00,000000,0000000000,United States,US,32311813,Commercial bakeries and frozen cakes and other pastry products,0,149600,0,62100,0.0,0.00,0.00,39.8,878.39,22.07,0,0,0,0,0,0,128000,0,49100,0.0,0.00,0.00,36.9,784.86,21.27,0,0,0,0,0,0,148000,0,61300,0.0,0.00,0.00,38.8,834.98,21.52,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3222,1600,21600,0,0,6,,False,32311810,No,No,No,Commercial bakeries and frozen cakes and other pastry products:32311813
,,,00,00,000000,0000000000,United States,US,32311830,"Cookies, crackers, pasta, and tortillas",0,73300,0,31200,0.0,0.00,0.00,42.6,977.67,22.95,0,0,0,0,0,0,68700,0,29100,0.0,0.00,0.00,39.4,882.56,22.40,0,0,0,0,0,0,74900,0,32000,0.0,0.00,0.00,42.2,963.85,22.84,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3223,-1600,4600,0,0,5,3231183,False,32311800,No,No,No,"Cookies, crackers, pasta, and tortillas:32311830"
,,,00,00,000000,0000000000,United States,US,32311900,Other food products,0,225100,0,89500,0.0,0.00,0.00,40.1,944.36,23.55,0,0,0,0,0,0,220500,0,84500,0.0,0.00,0.00,35.8,824.47,23.03,0,0,0,0,0,0,226800,0,89900,0.0,0.00,0.00,39.5,926.28,23.45,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3224,-1700,4600,0,0,4,323119,True,32311000,No,No,No,Other food products:32311900
,,,00,00,000000,0000000000,United States,US,32311910,Snack food,0,59700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,57300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,60300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3225,-600,2400,0,0,5,3231191,False,32311900,No,No,No,Snack food:32311910
,,,00,00,000000,0000000000,United States,US,32311990,Miscellaneous food products,0,165400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,163200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,166500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3226,-1100,2200,0,0,5,3231199,False,32311900,No,No,No,Miscellaneous food products:32311990
,,,00,00,000000,0000000000,United States,US,32313000,Textile mills,0,95300,72900,35100,48.0,885.60,18.45,44.2,1003.78,22.71,0,0,0,0,0,0,84700,64200,29700,38.0,654.74,17.23,38.9,875.25,22.50,0,0,0,0,0,0,96300,72500,35000,47.1,860.52,18.27,43.9,981.17,22.35,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3227,-1000,10600,400,8700,3,32313,True,32000000,No,No,No,Textile mills:32313000
,,,00,00,000000,0000000000,United States,US,32313200,Fabric mills,0,45300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,39700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,45800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3228,-500,5600,0,0,4,323132,False,32313000,No,No,No,Fabric mills:32313200
,,,00,00,000000,0000000000,United States,US,32314000,Textile product mills,0,107300,77000,55900,40.0,673.60,16.84,37.8,828.95,21.93,0,0,0,0,0,0,85500,58400,44700,37.5,596.63,15.91,37.5,802.88,21.41,0,0,0,0,0,0,106700,75700,55100,40.3,666.97,16.55,37.6,825.32,21.95,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3229,600,21800,1300,18600,3,32314,True,32000000,No,No,No,Textile product mills:32314000
,,,00,00,000000,0000000000,United States,US,32314100,Textile furnishings mills,0,50400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,36200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,50300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3230,100,14200,0,0,4,323141,False,32314000,No,No,No,Textile furnishings mills:32314100
,,,00,00,000000,0000000000,United States,US,32314900,Other textile product mills,0,56900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,49300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,56400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3231,500,7600,0,0,4,323149,True,32314000,No,No,No,Other textile product mills:32314900
,,,00,00,000000,0000000000,United States,US,32314910,Textile bag and canvas mills,0,25200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,20100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,25100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3232,100,5100,0,0,5,3231491,False,32314900,No,No,No,Textile bag and canvas mills:32314910
,,,00,00,000000,0000000000,United States,US,32314990,All other textile product mills,0,31700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,29200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,31300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3233,400,2500,0,0,5,3231499,False,32314900,No,No,No,All other textile product mills:32314990
,,,00,00,000000,0000000000,United States,US,32315000,Apparel,0,91700,66400,62200,38.8,660.38,17.02,37.0,799.94,21.62,0,0,0,0,0,0,70300,47800,48100,33.8,581.70,17.21,35.0,780.85,22.31,0,0,0,0,0,0,91000,67300,63700,38.7,649.77,16.79,37.3,794.49,21.30,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3234,700,21400,-900,18600,3,32315,True,32000000,No,No,No,Apparel:32315000
,,,00,00,000000,0000000000,United States,US,32315280,Women's and all other cut and sew apparel,0,48400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,38000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,45400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3235,3000,10400,0,0,4,3231528,False,32315000,No,No,No,Women's and all other cut and sew apparel:32315280
,,,00,00,000000,0000000000,United States,US,32322000,Paper and paper products,0,352900,257600,83900,43.4,1000.37,23.05,43.0,1202.28,27.96,0,0,0,0,0,0,354300,263500,87100,41.7,970.36,23.27,40.3,1128.00,27.99,0,0,0,0,0,0,357100,263200,85300,43.3,979.01,22.61,42.2,1169.36,27.71,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3236,-4200,-1400,-5600,-5900,3,32322,True,32000000,No,No,No,Paper and paper products:32322000
,,,00,00,000000,0000000000,United States,US,32322100,"Pulp, paper, and paperboard mills",0,88900,0,11100,0.0,0.00,0.00,45.5,1389.12,30.53,0,0,0,0,0,0,93600,0,13500,0.0,0.00,0.00,44.3,1335.20,30.14,0,0,0,0,0,0,90100,0,11500,0.0,0.00,0.00,44.3,1332.99,30.09,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3237,-1200,-4700,0,0,4,323221,True,32322000,No,No,No,"Pulp, paper, and paperboard mills:32322100"
,,,00,00,000000,0000000000,United States,US,32322120,Pulp mills and paper mills,0,57800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,61400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,58700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3238,-900,-3600,0,0,5,3232212,False,32322100,No,No,No,Pulp mills and paper mills:32322120
,,,00,00,000000,0000000000,United States,US,32322130,Paperboard mills,0,31100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,32200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,31400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3239,-300,-1100,0,0,5,3232213,False,32322100,No,No,No,Paperboard mills:32322130
,,,00,00,000000,0000000000,United States,US,32322200,Converted paper products,0,264000,0,72800,0.0,0.00,0.00,42.2,1140.67,27.03,0,0,0,0,0,0,260700,0,73600,0.0,0.00,0.00,38.8,1051.87,27.11,0,0,0,0,0,0,267000,0,73800,0.0,0.00,0.00,41.5,1114.28,26.85,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3240,-3000,3300,0,0,4,323222,True,32322000,No,No,No,Converted paper products:32322200
,,,00,00,000000,0000000000,United States,US,32322210,Paperboard containers,0,151200,111000,36300,43.1,841.74,19.53,42.9,1073.36,25.02,0,0,0,0,0,0,147000,108600,36200,39.5,827.13,20.94,40.2,967.61,24.07,0,0,0,0,0,0,153100,114600,36300,43.0,847.96,19.72,42.5,1062.08,24.99,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3241,-1900,4200,-3600,2400,5,3232221,True,32322200,No,No,No,Paperboard containers:32322210
,,,00,00,000000,0000000000,United States,US,32322211,Corrugated and solid fiber boxes,0,97600,68400,20900,43.1,829.68,19.25,43.5,1076.63,24.75,0,0,0,0,0,0,94300,67000,22000,41.0,839.27,20.47,40.9,981.19,23.99,0,0,0,0,0,0,98200,70700,20300,43.3,860.37,19.87,42.7,1067.50,25.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3242,-600,3300,-2300,1400,6,,False,32322210,No,No,No,Corrugated and solid fiber boxes:32322211
,,,00,00,000000,0000000000,United States,US,32322219,Folding boxes and miscellaneous paperboard containers,0,53600,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,52700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,54900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3243,-1300,900,0,0,6,,False,32322210,No,No,No,Folding boxes and miscellaneous paperboard containers:32322219
,,,00,00,000000,0000000000,United States,US,32322220,Paper bags and coated and treated paper,0,53900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,53900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,53800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3244,100,0,0,0,5,3232222,False,32322200,No,No,No,Paper bags and coated and treated paper:32322220
,,,00,00,000000,0000000000,United States,US,32322290,Other converted paper products,0,58900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,59800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,60100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3245,-1200,-900,0,0,5,3232229,False,32322200,No,No,No,Other converted paper products:32322290
,,,00,00,000000,0000000000,United States,US,32323000,Printing and related support activities,0,369600,250700,141800,39.0,806.52,20.68,37.3,956.00,25.63,0,0,0,0,0,0,339000,227300,128300,34.4,678.02,19.71,34.0,877.54,25.81,0,0,0,0,0,0,372000,252700,142000,38.6,811.37,21.02,37.1,955.33,25.75,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3246,-2400,30600,-2000,23400,3,32323,True,32000000,No,No,No,Printing and related support activities:32323000
,,,00,00,000000,0000000000,United States,US,32323117,"Commercial printing, except screen",0,283100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,267300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,285800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3247,-2700,15800,0,0,4,,False,32323000,No,No,No,"Commercial printing, except screen:32323117"
,,,00,00,000000,0000000000,United States,US,32324000,Petroleum and coal products,0,100600,69600,17400,50.3,1992.38,39.61,44.8,1989.57,44.41,0,0,0,0,0,0,104000,69100,16700,43.0,1665.39,38.73,43.6,1915.35,43.93,0,0,0,0,0,0,99500,69300,16900,50.1,2006.51,40.05,44.4,1932.29,43.52,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3248,1100,-3400,300,500,3,32324,True,32000000,No,No,No,Petroleum and coal products:32324000
,,,00,00,000000,0000000000,United States,US,32324110,Petroleum refineries,0,60100,0,9500,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,64300,0,10400,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,60500,0,9100,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3249,-400,-4200,0,0,4,3232411,False,32324000,No,No,No,Petroleum refineries:32324110
,,,00,00,000000,0000000000,United States,US,32324190,Asphalt paving and roofing materials and other petroleum and coal products,0,40500,0,7900,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,39700,0,6300,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,39000,0,7800,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3250,1500,800,0,0,4,3232419,False,32324000,No,No,No,Asphalt paving and roofing materials and other petroleum and coal products:32324190
,,,00,00,000000,0000000000,United States,US,32325000,Chemicals,0,856400,530700,288400,41.0,1098.80,26.80,40.0,1411.60,35.29,0,0,0,0,0,0,831300,530700,280700,39.9,1058.55,26.53,39.5,1363.54,34.52,0,0,0,0,0,0,852700,534100,287800,40.9,1079.35,26.39,40.2,1401.37,34.86,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3251,3700,25100,-3400,0,3,32325,True,32000000,No,No,No,Chemicals:32325000
,,,00,00,000000,0000000000,United States,US,32325100,Basic chemicals,0,149500,93700,29300,43.5,1413.32,32.49,40.0,1689.20,42.23,0,0,0,0,0,0,148400,87400,30200,41.8,1198.41,28.67,40.0,1541.60,38.54,0,0,0,0,0,0,148300,93200,29700,43.3,1410.28,32.57,40.0,1631.60,40.79,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3252,1200,1100,500,6300,4,323251,True,32325000,No,No,No,Basic chemicals:32325100
,,,00,00,000000,0000000000,United States,US,32325130,"Petrochemicals, industrial gases, synthetic dyes, and pigments",0,56700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,55300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,56300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3253,400,1400,0,0,5,3232513,False,32325100,No,No,No,"Petrochemicals, industrial gases, synthetic dyes, and pigments:32325130"
,,,00,00,000000,0000000000,United States,US,32325180,Other basic inorganic chemicals,0,37000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,38500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,37200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3254,-200,-1500,0,0,5,3232518,False,32325100,No,No,No,Other basic inorganic chemicals:32325180
,,,00,00,000000,0000000000,United States,US,32325190,Other basic organic chemicals,0,55800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,54600,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,54800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3255,1000,1200,0,0,5,3232519,False,32325100,No,No,No,Other basic organic chemicals:32325190
,,,00,00,000000,0000000000,United States,US,32325200,"Resin, rubber, and artificial fibers",0,91500,0,18800,0.0,0.00,0.00,40.5,1608.26,39.71,0,0,0,0,0,0,90200,0,18800,0.0,0.00,0.00,40.4,1585.30,39.24,0,0,0,0,0,0,92300,0,19000,0.0,0.00,0.00,41.0,1608.02,39.22,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3256,-800,1300,0,0,4,323252,True,32325000,No,No,No,"Resin, rubber, and artificial fibers:32325200"
,,,00,00,000000,0000000000,United States,US,32325211,Plastics material and resin,0,60000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,56500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,61000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3257,-1000,3500,0,0,5,,False,32325200,No,No,No,Plastics material and resin:32325211
,,,00,00,000000,0000000000,United States,US,32325300,Agricultural chemicals,0,39100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,36800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,37900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3258,1200,2300,0,0,4,323253,False,32325000,No,No,No,Agricultural chemicals:32325300
